phrase,class
طيب وش دخلك على راسك تراهم جايين اهلهم مريضين يبون علاج او يسون بيت لهم ف ديرتهم وش ينقص من عمرك اذا عطيتكم يانجس,1
دعس وتفاح ياحرمة الخامني محمد بن سلمان طهركم يانجس,1
دعس وتفاح ياحرمة الخامني محمد بن سلمان طهركم يانجس,1
دكتور اكل تبن وبعر يانجس,1
ياعمري ونسيت اطفال سوريا الي دمرهم كلبكم يانجس,1
انتهى التصويت يانجس,1
غيرك قلها وأكل تراب يانجس الفرس,1
لعنك الله انت واخبارك هذي يانجس,1
لعنك الله انت واخبارك هذي يانجس,-1
الله لايوفقك ولا يوفقك من داعمك تسب علماء الدين يانجس حسبي الله ونعم الوكيل فيك,1
بيوت مين ياحبيب بيوت الحرس الإيراني يانجس,1
الله يلعنك يادياز  لعنة من هنا ليوم الدين عساك ماتشوف ولا يوم حلو في حياتك ياكلب يانجس,1
الله يلعنك يادياز  لعنة من هنا ليوم الدين عساك ماتشوف ولا يوم حلو في حياتك ياكلب يانجس,-1
انت واطي ومحمد هايف اشرف منك يانجس يامجوسي,1
قناة المتعه تتطاول على شيخنا صباح الأحمد يانجس,1
ضحكني الرافضي يقول بيرجع الشرقية والحجاز!! من متى اصلاً كانت لكم حتى ترجعها يانجس,1
كيد عندنا نساء عفيفات طاهرات وليس كمن أنجبتك يابن القرعة هذا حال بيوتكم النجسة اللي اخرجت لنا امثالك يانجس,1
ومعرصان يعرصان على بناتهم كما توضح الصورة ابشع انواع النجاسة والدياثه من الحمدين  اتفو عليك وعليهم يانجس,1
ثانيا يانجس في المملكة العربية السعودية توجد أطهر بقاع الأرض مكة المكرمة والمدينة المنورة,1
تعالى الله عما تصف ياقذر يانجس,1
ماتقدر تدخلها يانجس الا بموافقه السعوديه,1
الله يلعنك يا اخونجي يانجس,1
الله يلعنك يا اخونجي يانجس,1
انك نجس يانجس ياولد المتعة ياديوث,1
انت ارملت الحوثي يانجس,1
انت ايراني شيعي رافضي ماتفرق معك انت والصنم واحد يانجس,1
و لاعمرك تمسك المصحف يانجس  تعبت عشان اجيب مقطع,1
لعنكم الله ياعهره,-1
لعنكم الله ياعهره,-1
متزوجات للممارسة المتعه في المناسبات الدينيه من اجل المال  اما تنشرينه ياعهره يصدر من شواذ امثالكم يدعون انهم شيوخ,-1
بطلى اشعات ياعهرة العواهر يا انجس من زرايب الخنازير النتى جيه منها بتقولى صحفيه دا انتى متناكه برخصه,-1
بطلى اشعات ياعهرة العواهر يا انجس من زرايب الخنازير النتى جيه منها بتقولى صحفيه دا انتى متناكه برخصه,1
اجي اريحك  ياعهره تعالي خص,-1
قذر وحقير وسافل الوصاية على الاخرين بطولها ياعَهرة,-1
ليتحدثوا عن حراس جمهورية الإرتزاق التابعه لطارق وعن إنتصارات وهميه لا تتجاوز محيط تغريداتهم بس لكم ياعهره اكرم حجر,-1
انته اهبل اخضع امنوا امنوا درابهم وهم من الحاكم والوزراء لفو العالم والقاده الخليجين مادروا عنهم ولا مهتمين فيهم ياعهره اتمكيجي وعطي دروس في الميكب احسن من انك اتناهق مثل الحمار اعز الله الحمار,-1
ودخلو حماس تقتل في الشعب وتفتح السجوم زي 2011 انسو باخونه ياعهره,-1
المعارضة تنحر طفل في حلب ياوحوش عم تتمرجلو على طفل صغير حسبي الله ونعم الوكيل فيكم التتر والمغول ماعملو عملكم ياعهرة,-1
هدول الحشرات الي عم يحاربو بلدن وجيشا باسم اسرائيل  هدول الي عم يحاولوا يحققوا أمنيات الصهاينة والاميركان بتدمير سوريا لكن خسئتم ياعهرة,-1
قادمون ياكفار داعش  اين انتم ياعهرة العشائر الخائنة  اليوم يوم الحساب يوم الانتقام يوم الثار  هنا شنگال,-1
سنذكرك ياعهره بأيام الجهاد الافغاني,-1
الحشد الشعبي خط احمر ياعهرة الاعلام ويامطبلين,-1
مشروع القرار السعودي يدين تدخل الاجانب وخاصة حزب الله عهر ووقاحة وفجور العاهرة السعودية لا حدود لها ياعهرة ماذا عن زبالتكم المرسلة لسوريا,-1
كفرتو ياقناه سكوب ياعهره الله لايسامحكم ياكفره,1
كفرتو ياقناه سكوب ياعهره الله لايسامحكم ياكفره,-1
ماضل الا تناشدو إسرائيل ياعهرة,-1
جدتك هند كانت ترفع الرايه سألي عن تاريخ اجدادك ياعهره النكاح.,-1
انتم أسرع شياطين الارض الى الأفترى والدجل ياعهره الاعلام المفتري لكم يوم ياقذرين عليكم غضب من الله,-1
العنه عليكي وعلي امثالك ياعهره لانه لايجوز السب او العن علي اي عالم,-1
ورئيس اسرئيل وقادته كانو يطلعون ياعهره وين  ولا تخفيف ضغط معاد تمشي هالحركات,-1
نسائنا فخر العالم ياعهرة الفكر,-1
لا تزال في فلسطين حجارة   ولن نختم لكم  ياعهرة هذا الزمان للصمت اوان  للحزن اوان للذل اوان  ومن رحمها ستنبت  وتتوالد  الرجال ولن نبصم لكم,-1
اين دين يشرعن لكم قتل البشر ياعلماء الوهابيه ياانجاس الارض ياعهره العرب,-1
حقيقه لايمكن انكارها ياعهرة,-1
انفجاار ومزدوج طيب اللي ماتو ابرياء؟ والانفجار بمكاااان امن ياحيوانات ياعهرة الفكر لن تشبع منكم جنم ولن تهربوا من عذاب لاحقكم,-1
السؤال معليه   الاجبات شرذمه امشيها   اما الاخيارات يابنت المتعه ياعهره يانجسه,-1
سود الله وحهكم يانواب الانبطأح والنكاح وتربية لكروش رايحين سوريا يتبرعون للمجرمين القتلة لو عاطين فلوسكم للفلسطينيين ارحم لما وجهكم ياعهره,-1
للاسف والله انك مختلة عقلين    وش انبش واشعة واكشف  هذا قبر اطهر البشر علي وجة الارض ياعهره,-1
تبا لكم ياعهرة الدين ومرتزقة الدين  ثيرمومتر الايماني عدكم للحين ماخلص الكاترتون جوز يانبيالله هادي الموسوي,-1
عزيز عن الطاغية. بتقعد يام السادة وخبر خير تبا لكم ياعهرة السياسية,-1
سوريا تتعرض لهجوم شرس نفس ماحدث مع ليبيا والجزم الخليجية تتظاهربحب العروبة أين فلسطين ها أين غزة ياخنازير الجزيرة يافجار ياعهرة ياجزم صهيون,-1
الخونه انتم ياداعرين الفاتح ياعهرة الفاتح,-1
يا ابن الوسخة انت والبيه التاني بره مالكمش مكان يا شوية خولات,1
ما هو الحقد ابن الوسخه اللى خلنى افركش,1
القبض على ولي أمر سرق زي مدرسي لابنته فى دمياط وبتقبضوا عليه ليه يا ولاد الوسخه,1
اللي إنكسر بيننا يتصلح في أحلامك يا ابن الوسخه,1
الوش كلة تعريص والضحكة ماسخة يا ترى الإعلاميين يا ابن المرة الوسخة,1
كلامي واضح وصريح لما انتا ناوي تغيب علي طول ما كنت يا ابن الوسخه تقول,1
تبيع العباية بكام يا ابن الوسخة,1
خلي الوداع فيه حنيه يا ابن الوسخه مش كدا,1
يلا يا مأذون يا ابن الوسخه,1
يا سعودي يا ابن الوسخة يا شحات داخل تغلط هنا ليه دي صفحة بتاعت راجل مصري يعنى تلم نفس امك لاربيك انت واللى جابك,1
يا حكم يا ابن الوسخه ياللي امك وسخه,1
اطلع يا ابن الوسخه اطلع وعيط زي الحريم,1
انت تروح و تمشي وانا اسهر منامشي يالي مبتسهرش ليله يا ابن الوسخه,1
انت تروح و تمشي وانا اسهر منامشي يالي مبتسهرش ليله يا ابن الوسخه,1
"تخيّلي من بين 7 مليار شخص، حبيتك انت يا ابن الوسخة",1
انت اللذي حلفت انك لن تخني  فخونتني يا ابن الوسخه,1
انت اللذي حلفت انك لن تخني  فخونتني يا ابن الوسخه,1
مجاش في بالك تيجي تطمن عليا يا ابن الوسخه,1
بس طائفي يا ابن الوسخه,1
عايز اعرف الكلام ده برضو مع ابن الوسخة تواضرس ومنعه الطلاق الا لعلة الزنى ولا انتى تخصص شيوخ بس يا شرشر,1
